ResultNumber,Consent,Appeal,Trust,Usage,Likes,Dislikes,Reccomended,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,UserID,Start Date,Start Time,Finish Date,Finish Time,Average Time,Interface,Activity level,Agegroup,Children,Country,Deotype,DeoUser,Deofreq,Gender,Sweating,Benefit
505,1,4,3,3,nothing special,n/a,n/a,3,4,4,4,4,3,3,3,2,3,5,4,4,5,4,7763990,07-08-2020,13:47,07-08-2020,13:50,15,desktop,3+ times a week,25 - 34 years,One,India,Lotion,Yes,I use it multiple times a day,Male,Anxious sweater,It cares for my skin
506,1,5,5,5,"releases cooling ingredients according to the body temperature is very new and exciting, i would love to have one",n/a,n/a,5,5,5,5,5,1,1,1,1,1,6,7,7,6,6,7719401,07-08-2020,13:53,07-08-2020,13:58,23.25,desktop,3+ times a week,35 - 44 years,One,India,Stick,Yes,I use it multiple times a day,Male,Normal sweater,It prevents / controls against odour
507,1,4,4,4,completely,nothing,n/a,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,7971825,07-08-2020,13:55,07-08-2020,13:59,25.63636364,desktop,3+ times a week,25 - 34 years,One,India,Aerosol Spray,Yes,I use it multiple times a day,Female,Anxious sweater,It does not cause white marks / stains on skin or clothes
508,1,4,3,3,would be able to keep me cooler,seems a little weird how ouwld that work ,nothing,2,3,4,4,5,2,2,3,1,1,2,4,3,6,6,5437789,07-08-2020,13:56,07-08-2020,13:59,13.5,desktop,Twice a week,25 - 34 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against wetness
509,1,5,4,5,having something to cool your body whenits is hot is cool,n/a,n/a,5,5,5,5,5,1,1,1,1,1,7,7,6,7,7,5367881,07-08-2020,14:05,07-08-2020,14:10,29.81818182,desktop,Never,45 - 54 years,One,South Africa,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
510,1,4,5,4,its cooler and can be done on the go it gets hot on the train so very handy,nothing,no,4,4,4,5,5,1,1,1,1,1,5,7,6,6,7,5380807,07-08-2020,14:12,07-08-2020,14:15,18.83333333,desktop,Twice a week,45 - 54 years,Three,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
511,1,5,5,5,I like the cooling ingredients of this product.,n/a,n/a,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,7978001,07-08-2020,14:22,07-08-2020,14:34,61,mobile,,25 - 34 years,,India,,,,Female,,
512,1,2,1,1,nothing it sounds weird and strange to me and not sure how it can work,it sounds weird and strange to me,n/a,2,3,4,3,5,2,2,3,1,1,4,6,5,7,5,5352935,07-08-2020,14:28,07-08-2020,14:36,36.66666667,desktop,3+ times a week,65 years +,I don’t have children under the age of 18,South Africa,Roll-on,Yes,I use it multiple times a day,Female,Light sweater,It prevents / controls against odour
513,1,3,3,4,Encaps Love the sound of the cooling sensation especially in summer.,none,n/a,5,4,3,4,4,2,3,3,2,2,6,5,4,4,7,7618056,07-08-2020,14:37,07-08-2020,14:41,17.91666667,desktop,Less often,25 - 34 years,I don’t have any children,South Africa,Aerosol Spray,Yes,I use it at least once a day,Male,Heavy sweater,Has a fragrance I like
514,1,5,5,5,it is amezing,n/a,n/a,4,4,5,5,5,1,1,1,1,1,7,6,6,7,7,7741995,07-08-2020,14:42,07-08-2020,14:44,14.75,desktop,3+ times a week,45 - 54 years,I don’t have children under the age of 18,India,Pump spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
515,1,5,4,5,The cooling ingredient that activated by the body temperature its very innovative.,None,N/a,3,5,4,5,5,2,1,1,1,1,4,7,6,7,6,8589772,07-08-2020,15:10,07-08-2020,15:20,50.75,mobile,Few times a month,45 - 54 years,I don’t have any children,Philippines,I don't use any,No,I rarely / never use deodorant,Male,Anxious sweater,I don't use any
516,1,3,3,4,New on the market,n/a,n/a,1,4,4,5,4,5,3,3,1,1,1,6,6,6,6,5378582,07-08-2020,15:11,07-08-2020,15:47,182.8333333,desktop,Few times a month,45 - 54 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It’s natural / contains natural ingredients
517,1,3,3,3,The cooling sensation it would offer ,N/a,N/a,2,4,5,5,5,2,1,1,1,3,4,6,6,6,6,7605626,07-08-2020,15:11,07-08-2020,15:21,48.33333333,desktop,Less often,45 - 54 years,Two,South Africa,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
518,1,4,2,4,"It keeps you cool. I live in the desert, I need something like this product.",I’m not sure it will work as promised. ,Just make sure it works. ,3,4,5,5,4,2,1,1,1,1,2,6,7,7,7,5384186,07-08-2020,15:20,07-08-2020,15:26,29.83333333,mobile,Few times a month,35 - 44 years,Two,US,Stick,Yes,I use it multiple times a day,Female,Anxious sweater,It prevents / controls against odour
519,1,5,5,5,I like that it activates based on your body temperature ,N/a,N/a,4,5,5,5,5,1,1,1,1,1,7,7,7,7,7,5549113,07-08-2020,15:38,07-08-2020,15:44,31,mobile,Few times a month,35 - 44 years,Two,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Heavy sweater,
520,1,5,4,5,That these cubes can be used on the go to feel fresh and deodorizing.,There isn't anything that I don't like about the product. ,N/a,4,4,4,4,4,1,1,1,1,1,5,5,6,6,6,5367733,07-08-2020,16:02,07-08-2020,16:11,42.75,mobile,3+ times a week,45 - 54 years,I don’t have children under the age of 18,South Africa,Roll-on,Yes,I use it at least once a day,Female,Light sweater,It cares for my skin
521,1,3,3,2,it removes the irritation of the sweat by providing coolness,it does not stop the sweating,the product should provide instant cooling and prevent further sweating too,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,7763915,07-08-2020,16:04,07-08-2020,16:10,28.58333333,desktop,Twice a week,45 - 54 years,One,India,Aerosol Spray,Yes,"I use it most days, but not every day",Male,Heavy sweater,It prevents / controls against odour
522,1,4,4,5,the cooling effect in humid condition and feel fresh,na,also have a long last frangance,3,5,4,5,5,3,4,2,3,3,5,7,7,7,7,7741740,07-08-2020,16:13,07-08-2020,16:34,106.75,desktop,3+ times a week,35 - 44 years,Two,India,Aerosol Spray,Yes,I use it at least once a day,Male,Anxious sweater,It prevents / controls against wetness
523,1,5,2,4,That it is activated by my body temperature to keep me cool and smelling fresh,I'm sceptical about it working.,N/A,1,5,5,5,5,5,1,1,1,1,2,6,7,6,7,5349404,07-08-2020,16:14,07-08-2020,16:21,34.83333333,mobile,Few times a month,25 - 34 years,One,South Africa,Roll-on,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
524,1,5,4,5,I feel this product will give a best result preventing sweat and keeps body fresh and cool.Feels like this product will work effectively in humid climates.,If this product is costly or unable to afford.,n/a,3,5,2,5,5,3,1,1,1,1,4,7,7,7,7,7832405,07-08-2020,16:33,07-08-2020,16:49,83.83333333,desktop,3+ times a week,25 - 34 years,I don’t have any children,India,Aerosol Spray,Yes,I use it at least once a day,Male,Excessive sweater,It prevents / controls against odour
525,1,4,4,4,keeps you fresh,none,n/a,4,4,4,4,5,1,1,1,1,1,7,7,7,7,7,6906227,07-08-2020,16:47,07-08-2020,16:50,17.54545455,desktop,3+ times a week,25 - 34 years,I don’t have any children,US,Soft solid (clinical),Yes,I use it multiple times a day,Female,Normal sweater,It prevents / controls against wetness
526,1,3,4,3,it can help prevent sweating and odor on hot days or extra activity days,nothing,n/a,3,2,2,2,2,3,3,3,3,3,4,5,5,6,5,5368756,07-08-2020,16:52,07-08-2020,16:58,33.90909091,desktop,Less often,45 - 54 years,I don’t have children under the age of 18,US,Stick,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
527,1,3,3,3,It's unique ,I don't really understand all that well ,n/a ,3,3,3,3,3,3,2,3,1,1,4,6,6,6,6,5427472,07-08-2020,17:25,07-08-2020,17:28,15.16666667,desktop,3+ times a week,25 - 34 years,One,US,Soft solid (clinical),Yes,I use it multiple times a day,Female,Anxious sweater,It doesn’t use a lot of packaging / packaging is recyclable
528,1,5,2,5,"Since I work outside (an am essential), I'm always hot and sweating in my KN95 mask - I would love at least one part of me to cool down a bit under the blazing sun and in the crazy humidity - what a fabulous product that would be if it delivers on its promise.",n/a,"I can't think of anything I'd change, I'd just really hope it works as promised",4,4,4,5,5,2,2,2,1,1,5,6,6,7,7,6967751,07-08-2020,17:39,07-08-2020,17:43,23.08333333,desktop,Twice a week,55 - 64 years,I don’t have any children,US,Stick,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
529,1,3,5,1,i don not like this product,i prefer to use a simple deo that is natural,n/a,4,1,1,3,5,3,4,3,4,1,6,3,6,3,7,5346452,07-08-2020,17:55,07-08-2020,18:01,31.5,desktop,Twice a week,55 - 64 years,I don’t have any children,US,Roll-on,Yes,"I use it most days, but not every day",Female,Light sweater,It’s natural / contains natural ingredients
530,1,5,5,5,I like that it gives my deodorant an extra on demand cooling sensation. It keeps me fresh no matter the climate during my journey. ,n/a,n/a,5,5,5,5,5,2,1,1,1,1,7,7,7,7,7,7619246,07-08-2020,17:55,07-08-2020,18:39,219.4166667,desktop,Once a week,35 - 44 years,Three,South Africa,Stick,Yes,I use it at least once a day,Female,Normal sweater,It cares for my skin
531,1,5,5,5,releases a cooling ingredients to keep me fresh,nothing,n/a,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,7561380,07-08-2020,18:09,07-08-2020,18:15,30.16666667,desktop,3+ times a week,25 - 34 years,Two,UK,Aerosol Spray,Yes,I use it multiple times a day,Female,Heavy sweater,It prevents / controls against wetness
532,1,5,4,5,there are many likable thingss about this product it mainely solves the problem of our area people which is humid and hot and in a day it i is not easy to travel outside. the sweat and its odour on our body creates bad impression and our regular deo is not that much efficeint to solve all problems so we really want such a product which helps us to stay cool and odour free.,there is nothing to dislike about the idea but one need to have some light over the ingredeints used and a procedure by which it help us to stay cool even during such a bad weather.,well i will change the answer given by a product designer a bit like i will add the product ingredeints names and through some light on the process by which it helps us stay cool.,4,5,4,4,5,2,2,2,1,1,5,6,6,7,7,7763699,07-08-2020,18:31,07-08-2020,18:46,75.66666667,desktop,3+ times a week,18 - 24 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Anxious sweater,It’s natural / contains natural ingredients
533,1,4,5,4,It seems a good option,No dislike,No,2,4,5,4,5,4,5,4,4,5,7,5,4,7,4,7763371,07-08-2020,18:31,07-08-2020,18:34,11.5,mobile,3+ times a week,35 - 44 years,One,India,Stick,Yes,I use it multiple times a day,Male,Anxious sweater,It does not cause white marks / stains on skin or clothes
534,1,5,5,5,I like it,nothing,no,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,7741879,07-08-2020,18:43,07-08-2020,18:44,8.727272727,desktop,3+ times a week,55 - 64 years,One,India,Pump spray,Yes,I use it at least once a day,Male,Normal sweater,Has a fragrance I like
535,1,4,4,5,Instant relief. works automatically according to the body temp.,n/a,no,5,5,5,5,5,1,1,1,1,1,5,6,7,7,7,5333578,07-08-2020,18:49,07-08-2020,18:54,26.58333333,desktop,Few times a month,35 - 44 years,I don’t have any children,UK,Aerosol Spray,Yes,I use it multiple times a day,Male,Normal sweater,It prevents / controls against odour
536,1,5,4,4,I do sweat a lot when I am outside. Usually deos hide the smell but I don't feel coolness. So this would be very relaxing. ,I don't know if the product would love upto it's ideas or not given that I have never used anything like this,Make the coolness scented like only when I am sweating would the scent come out,4,4,5,4,4,1,2,1,1,1,4,6,5,5,6,7605458,07-08-2020,19:21,07-08-2020,19:25,22.25,mobile,Twice a week,18 - 24 years,I don’t have any children,India,Roll-on,Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
537,1,5,4,5,It promises to keep you cool in hot weather and effectively keeps you smelling fresh.,Nothing ,N/a,4,4,5,4,4,2,1,1,1,1,5,5,7,7,5,5360627,07-08-2020,19:44,07-08-2020,19:50,28.58333333,mobile,Less often,35 - 44 years,Three,South Africa,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
538,1,4,4,3,it calms and cool sensation,n/a,n/a,3,4,3,4,4,3,2,2,1,2,4,5,3,5,5,7605471,07-08-2020,20:03,07-08-2020,20:21,92.5,desktop,3+ times a week,25 - 34 years,One,South Africa,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
539,1,5,4,5,That it will keep me fresh and not sweat when it hot ,None,N/a,5,5,5,5,5,2,1,1,1,1,4,7,7,7,7,7618818,07-08-2020,20:03,07-08-2020,20:19,86.45454545,mobile,3+ times a week,35 - 44 years,Three,South Africa,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
540,1,5,4,5,"Cooling can be a strong problem for many living in this hot and humid climate. Especially in the Dummer when it gets really unbearable, I'd expect people to want something that gives a cooling sensation. ",N/a,N/a,5,5,4,4,4,2,1,1,1,1,4,7,5,6,6,7831142,07-08-2020,20:30,07-08-2020,20:34,19,desktop,3+ times a week,25 - 34 years,One,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Anxious sweater,It prevents / controls against odour
541,1,5,4,4,Releases cooling ingredients when you are in hot situations. Keeps you cool and fresh,I do not dislike anything,"I would like to know what ingredients and how exactly they work, not enough information for such a big claim",1,4,4,5,5,4,1,1,1,1,1,7,5,7,7,5336128,07-08-2020,20:35,07-08-2020,20:44,46,mobile,3+ times a week,35 - 44 years,Two,UK,Roll-on,Yes,I use it multiple times a day,Female,Normal sweater,It’s natural / contains natural ingredients
542,1,4,3,4,It releases cooling agents based on my body temperature,It seems as if it is for men only,Add a woman in the ad as well if it is a unisex product,4,4,4,4,5,2,1,1,1,1,5,6,6,6,7,5335281,07-08-2020,20:36,07-08-2020,20:40,19.33333333,mobile,Once a week,35 - 44 years,Two,South Africa,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
543,1,5,4,4,I like that it responds to how hot your body is,N/a,N/a,4,4,4,5,5,3,3,3,1,1,5,5,5,7,7,7618704,07-08-2020,20:45,07-08-2020,20:49,19.36363636,mobile,3+ times a week,35 - 44 years,One,US,Soft solid (clinical),Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against odour
544,1,4,4,3,"I like the confidence it offers. I would feel more confident knowing I smell fresh, even in hot and humid weather.",N/A,N/A,4,3,4,5,5,2,3,1,1,1,3,4,5,7,7,6986139,07-08-2020,20:47,07-08-2020,20:52,26.58333333,mobile,Never,45 - 54 years,One,US,Gel,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
545,1,4,2,4,i like it's new and different-unsure if it would work,not sure if it would work,nothing,4,4,4,4,4,2,1,3,2,2,3,6,5,6,6,5344655,07-08-2020,20:53,07-08-2020,20:55,10.5,desktop,Once a week,25 - 34 years,I don’t have any children,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
546,1,5,4,5,"It sounds like a perfect fit for me, as the scenario is something that sometimes happens to me",Nothing,Nothing,5,5,3,4,4,1,1,1,1,1,5,6,4,6,5,5364734,07-08-2020,20:54,07-08-2020,20:57,11.58333333,desktop,Never,35 - 44 years,I don’t have any children,UK,Roll-on,Yes,I use it at least once a day,Male,Anxious sweater,It prevents / controls against wetness
547,1,4,3,2,It would be a new product,Nothing,No,3,5,5,5,5,3,2,2,1,1,3,4,5,6,6,6880664,07-08-2020,21:27,07-08-2020,21:32,21.25,mobile,Once a week,35 - 44 years,Two,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against wetness
548,1,5,2,4,Claims to be most effective when needed,n/a,n/a,4,3,5,5,5,3,3,1,1,1,4,4,5,7,7,6901064,07-08-2020,21:44,07-08-2020,21:48,18.58333333,desktop,3+ times a week,45 - 54 years,One,UK,Roll-on,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against wetness
549,1,4,4,4,cooling u down helps as long as its letting the pores breathe ,not sure would have to try to give opinion,no only after try could give opinion,4,4,4,4,4,2,1,1,1,1,5,6,6,6,5,5337300,07-08-2020,22:54,07-08-2020,23:05,58.54545455,mobile,3+ times a week,55 - 64 years,Two,Australia,Roll-on,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
550,1,5,3,5,"Good, clean, fresh and promising ",N/a,N/a,3,3,3,3,3,1,1,1,1,1,6,6,6,6,6,7605561,07-08-2020,23:31,07-08-2020,23:36,24.83333333,mobile,Never,35 - 44 years,Three,South Africa,Stick,Yes,I use it multiple times a day,Female,Light sweater,It cares for my skin
